word,entity_group,frequency,word_lower,mean_tfidf,freq_normalized,combined_score
menteri koordinator bidang perekonomian,NOR,27,menteri koordinator bidang perekonomian,0.0,0.03300733496332518,0.01650366748166259
meksiko,LAW,1,meksiko,0.03169611733485057,0.0012224938875305623,0.016459305611190564
apple,ORG,18,apple,0.010793989724001148,0.022004889975550123,0.016399439849775634
mei,ORG,11,mei,0.019144142858661815,0.013447432762836185,0.016295787810749
satu,QTY,2,satu,0.03000665272855072,0.0024449877750611247,0.016225820251805922
kamis,LAW,1,kamis,0.031224559576726017,0.0012224938875305623,0.01622352673212829
washington,PER,1,washington,0.031155204741886128,0.0012224938875305623,0.016188849314708344
com,PRD,2,com,0.02987035852705882,0.0024449877750611247,0.01615767315105997
singapura,GPE,20,singapura,0.007764334466226884,0.02444987775061125,0.016107106108419065
juli,DAT,20,juli,0.0076269317932350965,0.02444987775061125,0.016038404771923174
putih,NOR,2,putih,0.02935628160605662,0.0024449877750611247,0.01590063469055887
putih,PRD,2,putih,0.02935628160605662,0.0024449877750611247,0.01590063469055887
iphone,PRD,20,iphone,0.007339194271016827,0.02444987775061125,0.015894536010814038
prabowo subianto,PER,26,prabowo subianto,0.0,0.03178484107579462,0.01589242053789731
pemerintah as,NOR,26,pemerintah as,0.0,0.03178484107579462,0.01589242053789731
kongres,NOR,19,kongres,0.008013682522478544,0.023227383863080684,0.015620533192779614
satu,ORG,1,satu,0.03000665272855072,0.0012224938875305623,0.015614573308040641
com,MON,1,com,0.02987035852705882,0.0012224938875305623,0.01554642620729469
perdagangan,NOR,4,perdagangan,0.02614427445178366,0.004889975550122249,0.015517125000952956
swiss,GPE,17,swiss,0.010067597063306913,0.02078239608801956,0.015424996575663236
negeri,GPE,10,negeri,0.018600824406869464,0.012224938875305624,0.015412881641087544
gedung,PRD,2,gedung,0.0281635921412174,0.0024449877750611247,0.015304289958139263
gedung,EVT,2,gedung,0.0281635921412174,0.0024449877750611247,0.015304289958139263
gedung,NOR,2,gedung,0.0281635921412174,0.0024449877750611247,0.015304289958139263
putih,PER,1,putih,0.02935628160605662,0.0012224938875305623,0.01528938774679359
bloomberg technoz jakarta,ORG,25,bloomberg technoz jakarta,0.0,0.030562347188264057,0.015281173594132029
dolar,PRD,5,dolar,0.024253302299656457,0.006112469437652812,0.015182885868654634
senin,LAW,1,senin,0.029064673974957527,0.0012224938875305623,0.015143583931244044
senin,PER,1,senin,0.029064673974957527,0.0012224938875305623,0.015143583931244044
brasil,GPE,18,brasil,0.007514451840821887,0.022004889975550123,0.014759670908186005
jumat,ORG,5,jumat,0.023387763455335678,0.006112469437652812,0.014750116446494245
gedung,FAC,1,gedung,0.0281635921412174,0.0012224938875305623,0.01469304301437398
gedung,MON,1,gedung,0.0281635921412174,0.0012224938875305623,0.01469304301437398
taiwan,GPE,18,taiwan,0.0072670021031693175,0.022004889975550123,0.01463594603935972
scott,PER,14,scott,0.012029257090973619,0.017114914425427872,0.014572085758200745
ketua,NOR,12,ketua,0.014437298792829185,0.014669926650366748,0.014553612721597966
komisi,NOR,15,komisi,0.010739504200112658,0.018337408312958436,0.014538456256535548
kompas,ORG,9,kompas,0.018016228228373902,0.011002444987775062,0.01450933660807448
desember,DAT,18,desember,0.0067715283124228625,0.022004889975550123,0.014388209143986492
minggu,ORG,8,minggu,0.018923888655682716,0.009779951100244499,0.014351919877963608
partai,NOR,14,partai,0.011478103032728329,0.017114914425427872,0.0142965087290781
